description,statusesCount,followersCount,favoritesCount,friendsCount,url,name,created,protected,verified,screenName,location,lang,id,listedCount,followRequestSent,profileImageUrl
,701,52,3361,209,http://t.co/2nH3UYgQo9,Michel Zerkowski,2010-01-17T10:45:09Z,FALSE,FALSE,mzerkowski,"Itteville, Ile-de-France",fr,105753284,7,FALSE,http://pbs.twimg.com/profile_images/637088133/Croatie_2006_116_normal.jpg
,880,128,734,492,NA,Marek Tomczyk,2016-06-03T08:26:28Z,FALSE,FALSE,MatronaTomczyk,,pl,738648030254116865,0,FALSE,http://pbs.twimg.com/profile_images/738649234061287424/N-Dy_gu6_normal.jpg
sialala,618,369,387,1766,NA,Anna Michalska,2017-03-22T22:09:49Z,FALSE,FALSE,AnnaMic32,,pl,844672488818855937,0,FALSE,http://pbs.twimg.com/profile_images/844672746562969600/pqTAfNw6_normal.jpg
,675,82,605,611,NA,Andrzej O≈º√≥g,2011-10-15T15:59:25Z,FALSE,FALSE,andrzejozog,"Warsaw, Poland",pl,391456645,0,FALSE,http://pbs.twimg.com/profile_images/872198666685173762/oCoE7Kf3_normal.jpg
Ì†ºÌ∑µÌ†ºÌ∑±Polska i tylko polska.!Ì†ºÌ∑µÌ†ºÌ∑±,1101,44,1712,197,NA,Wojtek,2010-04-11T20:30:49Z,FALSE,FALSE,wdmans,Polska,pl,131941298,1,FALSE,http://pbs.twimg.com/profile_images/815352989/sw._96_normal.jpg
,5268,103,7302,677,NA,retrofit kid,2014-07-26T02:19:00Z,FALSE,FALSE,Retrofit_kid,Bremen,de,2724780190,5,FALSE,http://pbs.twimg.com/profile_images/810963839198134272/0YKAS1sm_normal.jpg
Stowarzyszenie jest organizacjƒÖ zrzeszajƒÖcƒÖ osoby zainteresowane rozwojem integracji europejskiej.,459,134,972,787,https://t.co/mxJdQ52SHD,PSPEuropa,2016-02-04T10:24:55Z,FALSE,FALSE,PSPEuropa,"Warszawa, Mazowieckie",pl,695191294239449089,3,FALSE,http://pbs.twimg.com/profile_images/695191590961287168/woGbRd7f_normal.jpg
Truth. / Get a Life. //RT is not endors.,42434,534,35149,773,NA,xpost,2011-07-29T13:50:06Z,FALSE,FALSE,xpost1,,pl,344718858,53,FALSE,http://pbs.twimg.com/profile_images/643061790482542592/Dtnp2-nM_normal.jpg
"Wis≈Ça Krak√≥w, Polityka",3456,192,1401,103,NA,Jakub 80,2015-06-11T13:40:17Z,FALSE,FALSE,kubaTSW,"Krak√≥w, Polska",pl,3318970025,0,FALSE,http://pbs.twimg.com/profile_images/686507967844204546/G97Y_BtH_normal.jpg
"Tweets about Politics (UK, US & European) and #brexit. Eastern Europe especially Poland and Visegrad, #LUFC #Legia Ì†ºÌ∑µÌ†ºÌ∑± Ì†ºÌ∑¨Ì†ºÌ∑ß",18488,611,149,1787,NA,Adam Blake,2010-09-10T14:48:08Z,FALSE,FALSE,MrAdamBlake,"Warsaw, Poland",en,189158160,10,FALSE,http://pbs.twimg.com/profile_images/871692043915079681/l4SjSVgS_normal.jpg
...La b√™te immonde n'est pas morte: elle mute et s'adapte √† son environnement afin de ne pas √™tre imm√©diatement d√©tectable.,15538,1300,7839,3198,NA,Larry,2013-11-18T21:45:14Z,FALSE,FALSE,Larrytheblueb,France,fr,2186556947,14,FALSE,http://pbs.twimg.com/profile_images/866004232540958720/h-edfwxK_normal.jpg
"Czytam, obserwujƒô. G≈Ç√≥wnie o polityce ostatnio choƒá specjalnie siƒô na tym nie znam - czyli prawie ekspert :)
Katoliczka 
.",32136,1793,32921,2650,https://t.co/3oRwHdVVlm,Zielonooka Ì†ºÌ∑µÌ†ºÌ∑± ‚Äè,2012-12-09T18:42:12Z,FALSE,FALSE,DansKKa7,Poland,en,999889490,32,FALSE,http://pbs.twimg.com/profile_images/716000348478054400/qpJiOETj_normal.jpg
"Socjaldemokrata, ateista, razemita",11284,551,27725,282,https://t.co/6DwtJurqdu,≈Åukasz Olszewski,2016-02-04T16:57:54Z,FALSE,FALSE,Olszewski_Luk,"Wroc≈Çaw, Polska",pl,4876783739,21,FALSE,http://pbs.twimg.com/profile_images/847900586582433792/iXbVt2Fc_normal.jpg
,1404,6,3,37,NA,Prawo i Bezprawie,2016-02-04T08:12:37Z,FALSE,FALSE,prawoibezprawie,,pl,4875797847,0,FALSE,http://pbs.twimg.com/profile_images/712210955111944192/v6zJmDFH_normal.jpg
"'Naprawdƒô istniejƒÖ tylko atomy i pr√≥≈ºnia, reszta jest opiniƒÖ.'  Ca≈Çkowicie prywatnie.",14709,282,7232,557,https://t.co/ARZv8grIhn,Rafa≈Ç Wileczek,2009-06-09T18:01:06Z,FALSE,FALSE,rafalw,Polska,pl,45897047,34,FALSE,http://pbs.twimg.com/profile_images/874649076037558272/JpyM5BvF_normal.jpg
Obserwator ≈ºycia politycznego. Specjalista reklamy. Znawca propagandy i wojny psychologicznej. Prakseolog. Optymista. Co nieco wie o s≈Çu≈ºbach specjalnych.,8003,330,393,418,NA,Marek Sternicki,2012-05-30T10:20:05Z,FALSE,FALSE,MarekSternicki,"Washington, DC",pl,594567096,9,FALSE,http://pbs.twimg.com/profile_images/2834966280/85e8e7372d7c0aa5a8c7b990606379dc_normal.jpeg
,3682,23,1569,112,NA,wojciech,2011-10-12T14:37:04Z,FALSE,FALSE,wojciech36,"Mazowieckie, Polska",pl,389496868,3,FALSE,http://pbs.twimg.com/profile_images/830695332690419713/LrZK_9Yy_normal.jpg
Rzymski Katolik. Twardog≈Çowy wolnorynkowiec. Wie≈õ i s≈Çoma z but√≥w;) Nie widzƒô sensu noszenia zegarka za 20 tysiƒôcy....o rety :),2114,260,1503,743,NA,Jacek Chmarzy≈Ñski,2015-05-25T20:42:32Z,FALSE,FALSE,jchmarzynski,"G√≥rzno, Kujawsko-Pomorskie",pl,3298416761,3,FALSE,http://pbs.twimg.com/profile_images/753614426847207424/QZVrNZWU_normal.jpg
"Lord of this World, Evil possessor",539,2,282,18,NA,Hellmug von Wmordke,2014-04-03T17:05:45Z,FALSE,FALSE,von_Wmordke,,pl,2425925461,0,FALSE,http://pbs.twimg.com/profile_images/451772598435590144/J7nmYjS__normal.jpeg
,939,28,189,195,NA,DZIDZIA.07,2016-09-30T15:09:40Z,FALSE,FALSE,DZIDZIA07,,pl,781873652564389888,0,FALSE,http://pbs.twimg.com/profile_images/894131170279116800/SyeugTaq_normal.jpg
,140,36,117,143,NA,Leszek Bajon,2012-01-29T18:59:38Z,FALSE,FALSE,leszekbajon,,pl,477951872,0,FALSE,http://pbs.twimg.com/profile_images/3115749582/ebc34b0a570222b525fcffe208d66b03_normal.jpeg
,104,89,3424,859,NA,Jakub Grzyb,2017-05-27T18:53:11Z,FALSE,FALSE,JakubGrzyb5,,pl,868540602476109824,0,FALSE,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
"""Historia jest domenƒÖ przesz≈Ço≈õci, polityka jest domenƒÖ tera≈∫niejszo≈õci"" Nowoczesna ZarzƒÖd Ko≈Ça Nowoczesnej Ochoty cz≈Çonek Rady Regionu Nowoczesnej Warszawy",492,63,729,261,NA,Izabela ZiƒÖtek,2017-06-20T20:30:05Z,FALSE,FALSE,IzabelaZiatek,,pl,877262297466642433,0,FALSE,http://pbs.twimg.com/profile_images/877441732002152449/ZCJ8rukr_normal.jpg
,236,29,35,80,NA,adelix,2009-06-22T09:57:53Z,FALSE,FALSE,adelixpl,Poland,pl,49587298,0,FALSE,http://pbs.twimg.com/profile_images/2262516210/DSCN5336_normal.jpg
Bankster | EFPA European Financial Advisor EFA | Senior VIP Advisor | Premier League | The Beatles | LFC | Czƒô≈õci moich tweet√≥w sam nie rozumiem.,8733,159,8099,331,NA,Konrad Jele≈Ñ‚Ñ¢,2013-05-25T23:31:51Z,FALSE,FALSE,KonradJelen,"Warszawa, Polska",pl,1458260916,6,FALSE,http://pbs.twimg.com/profile_images/829000096222154753/efQznywQ_normal.jpg
"Mo≈ºe wydawaƒá siƒô, ≈ºe sami solo nie mamy mocy sprawczej, ale wystarczy wyj≈õƒá za pr√≥g, by zobaczyƒá i poczuƒá jakƒÖ jeste≈õmy si≈ÇƒÖ. Moc t≈Çumu zaczyna siƒô od jednostki",1642,102,2171,196,https://t.co/TxGK5KfmB5,‚öì Morska Pianka,2016-03-04T19:28:17Z,FALSE,FALSE,Morska_Pianka,Polska,pl,705837286282371073,7,FALSE,http://pbs.twimg.com/profile_images/783180589826445312/9eT0XUTU_normal.jpg
"Sport, podr√≥≈ºe, sytuacja na ≈õwiecie oraz wiele innych zainteresowa≈Ñ. Brzydzƒô siƒô politykƒÖ. Programista w trakcie pisania ksiƒÖ≈ºki o tematyce ... kryminalnej.",3333,85,1691,203,NA,Grzegorz Jakubczyk,2017-02-03T15:19:28Z,FALSE,FALSE,gjakubczyk84,Polska,pl,827536992812531712,1,FALSE,http://pbs.twimg.com/profile_images/867426254303240192/YcR9hf3z_normal.jpg
Witamy serdecznie na profilu Kujawsko-Pomorskiej Platformy Obywatelskiej!,6219,753,6251,315,https://t.co/i85aA33Bd7,PO KujawskoPomorskie,2016-09-21T12:17:09Z,FALSE,FALSE,PO_KujPomorskie,"Toru≈Ñ, Polska",pl,778568748194271233,5,FALSE,http://pbs.twimg.com/profile_images/796718258942595072/5ejEYXZZ_normal.jpg
"GoniƒÖc za marzeniami rozbi≈Çam siƒô o z≈Çudzenie... uderzy≈Çam w iluzjƒô...
 zaplƒÖta≈Çam siƒô w bezsens...potknƒô≈Çam o g≈Çupotƒô...ale nadal biegnƒô....",1117,36,6595,76,NA,Ì†ºÌ∑µÌ†ºÌ∑±Ì†ºÌ∑™Ì†ºÌ∑∫rcl,2017-01-06T19:02:54Z,FALSE,FALSE,1209Eu,,pl,817446362019139588,0,FALSE,http://pbs.twimg.com/profile_images/817447533446361088/XAHEsnEv_normal.jpg
Lubia siedzieƒá w oknie.. ;O),15726,173,19440,238,NA,Helena Ko≈Çdun,2009-08-20T16:49:50Z,FALSE,FALSE,uHelenki,So≈õnica,de,67358476,3,FALSE,http://pbs.twimg.com/profile_images/372427836/helenka_normal.jpg
"Dla siebie: 5898 ccm ||
Dla przyjaci√≥≈Ç: Barton's Canadian 36 ||
Dla rodziny: Ef 5,25.28.33 || 
Dla wrog√≥w: 5,56 mm",5245,232,17923,156,NA,Pajkon,2015-10-29T08:50:42Z,FALSE,FALSE,Pajkonski,Polska,pl,4066709632,4,FALSE,http://pbs.twimg.com/profile_images/659654304463060993/sTFFGn7k_normal.jpg
Its truly now or never,41299,688,71107,1287,NA,Jellyfish Candidate,2016-06-16T06:03:37Z,FALSE,FALSE,knew777771,"Washington, USA",en,743323123869614080,17,FALSE,http://pbs.twimg.com/profile_images/806692608638488576/90dR2wgP_normal.jpg
,25,12,54,101,NA,Natalia,2016-03-17T18:51:09Z,FALSE,FALSE,natallianka2002,,en,710538982505971712,0,FALSE,http://pbs.twimg.com/profile_images/710541675010072577/CogMLAbI_normal.jpg
#Real-istka #ego-istka,62,13,222,145,NA,eM,2016-12-29T06:28:23Z,FALSE,FALSE,Madziullenka,"≈Å√≥d≈∫, Polska",pl,814357377457811456,0,FALSE,http://pbs.twimg.com/profile_images/872668598153748480/8Ovrdfut_normal.jpg
,3869,650,4210,1251,NA,karolina,2012-04-13T10:44:00Z,FALSE,FALSE,karolin25370773,,pl,552598492,1,FALSE,http://pbs.twimg.com/profile_images/866726831310999553/O8rlbVWB_normal.jpg
Defenders of civilized society are all around. Gathering data ‚Äì back soon,55174,2070,16200,5002,NA,Citizen Intel,2015-02-03T03:01:59Z,FALSE,FALSE,GCINEWS,Multinational *****,en,3013767796,104,FALSE,http://pbs.twimg.com/profile_images/737831805638823936/XEl5AdAW_normal.jpg
"Fan pi≈Çki no≈ºnej g≈Ç√≥wnie Polskiej, Angielskiej, W≈Çoskiej. Fan starej motoryzacji. Amator foto i meteo. Mi≈Ço≈õnik zwierzƒÖt i dobrej ksiƒÖ≈ºki. Polityka prawa strona",2978,437,3588,268,NA,Tomek Ì†æÌ∂Ö Bia≈Çy,2017-05-06T11:03:41Z,FALSE,FALSE,TomBiaST,"Tychy, Polska",pl,860812305952649216,0,FALSE,http://pbs.twimg.com/profile_images/895339120809185283/Hp08-iJS_normal.jpg
Ojciec | Strzelec | Dziennikarz STRZA≈Åpl | Dzia≈Çacz na rzecz wolno≈õci obywatelskich i rozsƒÖdnego dostƒôpu do broni | Wsp√≥≈Çza≈Ço≈ºyciel @ROMB4 | #imthegunlobby,45606,1554,321,964,https://t.co/ZHroOcoD2A,Andrzej Zdzitowiecki,2013-03-29T08:34:54Z,FALSE,FALSE,AZdzitowiecki,Warszawa,pl,1313086387,36,FALSE,http://pbs.twimg.com/profile_images/749937721909575680/tnjl4Igh_normal.jpg
HealthÌ†æÌ¥óPolitics Ì†æÌ¥óMediaÌ†æÌ¥óBrexitÌ†æÌ¥óSocial historyÌ†æÌ¥óLife choices Ì†æÌ¥ó48% World Citizen UK ‚ù§ EU ( all opinions my own)‚ùÑÌ†æÌ¥ó we cannot remain silent 2017 Ì†æÌ¥ó,85512,3118,90089,4996,NA,Annette Ashley Ì†ºÌºè‚ùÑ‚ù§,2016-07-06T20:00:45Z,FALSE,FALSE,annetteashley61,"Nord-Pas-de-Calais, France",en,750781552053878788,236,FALSE,http://pbs.twimg.com/profile_images/750802033591156740/EKFrpHTk_normal.jpg
"P-E-A-C-H-Y: (p)owerful, (e)mpowering, (a)ddictive, (c)lassy, (h)umorous, (y)oung website created for everyone! In support of HeForShe & Our Shared Shelf.",4031,7699,17961,1379,https://t.co/BJLhp0Cb5w,FEMMINIST.NET,2010-09-25T12:34:26Z,FALSE,FALSE,femministdotnet,,pl,194957645,16,FALSE,http://pbs.twimg.com/profile_images/812247279000231936/iaGA3rQs_normal.jpg
,19,0,3,14,NA,Wera,2012-09-16T19:24:02Z,FALSE,FALSE,werka564,,pl,827611219,0,FALSE,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
,2,0,1,56,NA,Bozena,2017-07-21T10:12:27Z,FALSE,FALSE,Bozena602122,,pl,888340889747279872,0,FALSE,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
"Biegam, oddycham, ≈ºyjƒô... z anatomicznƒÖ anomaliƒÖ - serce po prawej stronie https://t.co/2fXkq1OYpO",20258,342,19941,608,NA,Piotr Haczyk,2010-08-30T17:18:11Z,FALSE,FALSE,piotrhaczyk,,pl,184858630,5,FALSE,http://pbs.twimg.com/profile_images/892803508029796358/KY0C7CQD_normal.jpg
"Z prawej strony, sier≈ºant #DrugaZmiana #MuremZaPJK #MuremzaPBS #PopieramPAD #Stopngosoros",23309,681,28407,1330,NA,Anna PC,2016-05-15T17:47:48Z,FALSE,FALSE,Anna_Tweeterowa,,pl,731903922907058176,4,FALSE,http://pbs.twimg.com/profile_images/889979827259932672/6Xadh6Vk_normal.jpg
"Zainteresowany gospodarka, politykƒÖ, historiƒÖ. Cz≈Çonek Nowoczesnej",6862,444,2044,762,http://t.co/KbJTlbhg0z,Maciej Tysnicki,2013-10-18T14:19:19Z,FALSE,FALSE,MTysnicki,,pl,1968971342,3,FALSE,http://pbs.twimg.com/profile_images/812210827893817344/HpFeeOT2_normal.jpg
I'm grateful to be a citizen of the European Union Ì†ºÌ∑™Ì†ºÌ∑∫ Student of Warsaw School of Economics.,38,22,43,27,NA,GrzesiekKryszkiewicz,2015-11-14T23:56:48Z,FALSE,FALSE,GKryszkiewicz,"Warsaw, Poland",en,4190049556,1,FALSE,http://pbs.twimg.com/profile_images/770344192514088964/uq-NPwmU_normal.jpg
"Odpowiadam  za to co powiedzia≈Çam, a nie za to co zrozumia≈Çe≈õ. RT   ‚â†  poparcie.",116577,5763,49768,4562,NA,ZakochanaÌ†ΩÌ≤ì w PL,2014-06-15T11:08:36Z,FALSE,FALSE,Kryska__,Zagubiony ≈õwiat ...,pl,2568835430,39,FALSE,http://pbs.twimg.com/profile_images/814109346682572800/r1LkItc1_normal.jpg
Graduate of the Academy of Fine Arts in St. Petersburg and Warsaw.  Tutored by Prof Jan Tarasin (painting) and Prof Gustaw Zemla (sculpture).,15386,775,152364,527,NA,Anna Dumicz,2012-09-28T12:05:12Z,FALSE,FALSE,AnnaDumiczArt,England/worldwide,pl,850951928,7,FALSE,http://pbs.twimg.com/profile_images/848270604419686400/gbV3FjwN_normal.jpg
Z≈Ço≈õliwo≈õƒá,1246,12,1340,100,NA,Zo≈Çza,2012-02-22T14:09:53Z,FALSE,FALSE,wuweczek,"Ma≈Ça Wie≈õ, Polska",pl,499808271,0,FALSE,http://pbs.twimg.com/profile_images/868184784450842624/8cixKEIf_normal.jpg
"prawnuczka ≈ªo≈Çnierza Armii Andersa szczƒô≈õliwa, z Mazowsza mƒÖ≈º dzieci firma naprawdƒô jaka jestem nie wiem sama ;-) przygoda z TT rozpoczƒôta 11 11 2015",5542,1256,8562,690,NA,Suselkowata,2015-11-11T19:58:07Z,FALSE,FALSE,AnnaSuselkowata,Polska,pl,4166171128,11,FALSE,http://pbs.twimg.com/profile_images/881955337116450816/24G1Qkb2_normal.jpg
,4402,42,6362,381,NA,Marcin Marchewka,2016-01-10T11:56:16Z,FALSE,FALSE,MarcinMarchewa,"Warszawa, Mazowieckie",pl,4763952689,0,FALSE,http://pbs.twimg.com/profile_images/691412200653725697/ZJ2IDb-M_normal.jpg
,4945,253,23597,338,NA,Wies≈Çawa Kosewska,2014-06-26T21:31:32Z,FALSE,FALSE,isiunia28,,pl,2590314169,3,FALSE,http://pbs.twimg.com/profile_images/488429719855976448/2gXcJxdw_normal.jpeg
"Doctoral candidate, writer, journalist, sociologist, geographer, book editor, defiant Templar. Member of @theAAG, ex of @TVP and @RealMadryt_pl",3346,370,1500,395,NA,Przemys≈Çaw ≈Åonyszyn,2014-03-25T23:02:36Z,FALSE,FALSE,PrzemekLonyszyn,Wydzia≈Ç Nauk o Ziemi US,pl,2411657060,42,FALSE,http://pbs.twimg.com/profile_images/507287448410288128/xp9WYE1q_normal.jpeg
,6681,351,10255,1340,NA,Pawel Jaworek,2011-02-14T00:04:33Z,FALSE,FALSE,pawlo78,"Accrington, UK",en,251850605,1,FALSE,http://pbs.twimg.com/profile_images/793155328036769792/CbSTxiPF_normal.jpg
Ì†ºÌ∑´Ì†ºÌ∑∑ ; M2 Droit des Affaires @UnivNantes ‚öñ 2017/2018 ; Katowice Ì†ºÌ∑µÌ†ºÌ∑±,3275,89,3075,345,https://t.co/dA9iM4l40J,Justine Crz-Zsk,2012-09-05T17:08:59Z,FALSE,FALSE,JuCrz_Zsk,"Saint-Etienne, France",fr,805003957,18,FALSE,http://pbs.twimg.com/profile_images/891827967365722112/BvLDqiUh_normal.jpg
,2108,51,5200,253,NA,Pawe≈Ç,2016-05-17T14:38:12Z,FALSE,FALSE,paolovert,,pl,732580985959817216,1,FALSE,http://pbs.twimg.com/profile_images/847337949494517760/U4fMyNJH_normal.jpg
"Polskoentuzjasta/Zawsze pod prƒÖd/Wƒôszƒô spiski/czujƒô pismo nosem/BlackBerry/W poprzednim wcieleniu by≈Çem surykatkƒÖ/≈ªycie to wojna, w kt√≥rej smutny przegrywa",124949,1151,13579,444,https://t.co/lODiM80AXq,R8uzz,2009-05-05T10:06:52Z,FALSE,FALSE,R8uzz,Polska,en,37895133,114,FALSE,http://pbs.twimg.com/profile_images/812629703270039556/FkWIUueS_normal.jpg
,3733,30,8208,116,NA,Bogna Konfisz,2012-03-06T21:47:32Z,FALSE,FALSE,bogna_k,"Lubliniec, Polska",pl,516923423,2,FALSE,http://pbs.twimg.com/profile_images/841590316608163840/CJ9PfOKM_normal.jpg
,11979,150,16520,396,NA,lzkjfsafÌ†ºÌ∑µÌ†ºÌ∑±,2012-01-22T15:30:14Z,FALSE,FALSE,lzkjfsaf,,pl,471163259,8,FALSE,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
"Szczupak biznesu, uznany glosator, okazjonalny filantrop, spadkobierca dziedzictwa intelektualnego Pana Kleksa.",189,12,145,75,NA,Grzegorz Piasecki,2015-06-10T15:48:13Z,FALSE,FALSE,PiaseckiGM,,pl,3317465643,1,FALSE,http://pbs.twimg.com/profile_images/608664603711512576/s87_mHrL_normal.png
,12075,249,15749,420,NA,Adam,2015-12-01T20:25:09Z,FALSE,FALSE,Adziu85,,en,4343285315,5,FALSE,http://pbs.twimg.com/profile_images/887180882372591616/OdObaL2N_normal.jpg
,556,281,389,1796,NA,Jan Kucharski,2017-03-24T13:17:55Z,FALSE,FALSE,JanKucharski7,,pl,845263406512918528,0,FALSE,http://pbs.twimg.com/profile_images/845263609571741698/izanTWDv_normal.jpg
"Polonista ironista, tata super skrzata, ukochany jego mamy... Mentalnie nadal hippis, kt√≥rego znosi na prawo! Historiozofia, nie historia! CiƒÖg≈Ça interpretacja!",554,15,800,106,NA,DominEm,2016-12-29T13:36:45Z,FALSE,FALSE,domin_em,,pl,814465178607685632,1,FALSE,http://pbs.twimg.com/profile_images/832374320647270401/osdmw9SY_normal.jpg
Walczƒô o prawdƒô i ≈õwiadomo≈õƒá t≈Çumu. Umiem w ironiƒô i dystans. Du≈ºo przeklinam i spamujƒô. Mam poglƒÖdy i w≈Çasne zdanie. #Legia od 1991 r.,11935,471,6021,161,NA,Sza Man,2013-05-23T03:24:00Z,FALSE,FALSE,BO_1916,Warszawa,pl,1450423800,8,FALSE,http://pbs.twimg.com/profile_images/872145896846315522/0zaAzD0-_normal.jpg
5548196 7559229,10936,533,12856,1083,NA,Ewa Kornak,2015-05-26T17:49:59Z,FALSE,FALSE,EwaKornak,"Podkarpackie, Polska",pl,3299537463,6,FALSE,http://pbs.twimg.com/profile_images/725249481541832704/Hg1D3s3n_normal.jpg
emeryt,44584,1210,19581,2467,NA,opinia5,2012-11-12T16:41:04Z,FALSE,FALSE,opinia5,polska,pl,943965552,20,FALSE,http://pbs.twimg.com/profile_images/683984795475521537/8KqbMhvt_normal.jpg
"Stary, gorzej wykszta≈Çcony, z ma≈Çego miasta...",5452,483,69056,820,https://t.co/pkuPPJ1o1H,Mariusz Smole≈Ñ,2013-11-18T00:54:24Z,FALSE,FALSE,MariuszSmolenNS,Nowy SƒÖcz,pl,2200432686,8,FALSE,http://pbs.twimg.com/profile_images/622174397143642112/abuAKv3C_normal.jpg
"Obserwator po prawej. Amicus Plato, sed magis amica veritas.",255,69,870,344,NA,Romuald S≈Çawi≈Ñski,2012-11-09T10:33:48Z,FALSE,FALSE,studiokoncept,,pl,936590774,0,FALSE,http://pbs.twimg.com/profile_images/2826550507/b0a66ee5ad0e7dc63c68ecd30f7c4d03_normal.jpeg
,6937,325,2142,412,NA,Pawe≈Ç Kuki,2015-12-19T10:17:40Z,FALSE,FALSE,PaweKuki,,pl,4534367969,3,FALSE,http://pbs.twimg.com/profile_images/891722197370363904/6wB3ObyK_normal.jpg
"Twitterowicz, kt√≥ry nie wie jak obs≈Çugiwaƒá Twittera. Sport i polityka. Madridista, libertarianin.
Cz≈Çowiek-saga",3233,353,1990,409,NA,Grzegorz Ziemnik,2013-07-17T19:00:59Z,FALSE,FALSE,GZiemnik,"Nowy SƒÖcz, Polska",pl,1601623508,4,FALSE,http://pbs.twimg.com/profile_images/863790839570542592/2kwjdo2A_normal.jpg
,22750,1785,11241,614,NA,glos wolny,2012-07-22T19:47:09Z,FALSE,FALSE,gloswolny,Lemingrad,pl,711172860,12,FALSE,http://pbs.twimg.com/profile_images/848425210600710144/g5nnkxRN_normal.jpg
Prawa Polka z krwi i ko≈õci.,6018,249,4087,701,NA,Radoska1,2011-03-28T09:28:32Z,FALSE,FALSE,Radoska1,,pl,273345155,2,FALSE,http://pbs.twimg.com/profile_images/690930889648427008/TXgmE5-M_normal.png
,357,49,2565,316,NA,Izabela Tinker,2017-03-09T16:48:35Z,FALSE,FALSE,izabela_tinker,Warsaw,pl,839880607983407104,0,FALSE,http://pbs.twimg.com/profile_images/851860343081062401/u2kKhwmo_normal.jpg
"Na POlszewik√≥w i resztƒô zarazy z nimi powiƒÖzanymi mam alergiƒô, nie ma na to lekarstwa. CiƒÖƒá r√≥wno z glebƒÖ.#DrugaZmiana.",10837,396,16706,853,NA,Bogdan C.,2017-01-07T20:46:42Z,FALSE,FALSE,BogdanC14,Brda i Wielki kana≈Ç Brdy.,pl,817834868558221313,0,FALSE,http://pbs.twimg.com/profile_images/873950797985460224/yEa6Nb0z_normal.jpg
"M≈Çodzi @Nowocze≈õni 
 Asystentka Pos≈Çanki na Sejm Joanny Scheuring-Wielgus",135,38,51,137,NA,Michalina Rosicka,2017-02-18T10:16:03Z,FALSE,FALSE,rosiicka,Toru≈Ñ,pl,832896450786889729,0,FALSE,http://pbs.twimg.com/profile_images/889461661547016192/fu5ia0is_normal.jpg
"""... I knew much more then, than I do now..."" #realmadrid #starwars #pgeskra #westlife #astronomy",197144,3035,1235,992,http://t.co/VbGgd7kuk3,Agnes Sa√∏irse Byrne,2009-08-16T15:31:55Z,FALSE,FALSE,MeSaoirse,Route 66,en,66132705,76,FALSE,http://pbs.twimg.com/profile_images/731145268725485569/RuoeyaR5_normal.jpg
Jedyny oficjalny Profil TT partii Nowoczesna ko≈Ça rzeszowskiego.,163,122,488,257,NA,.Nowoczesna Rzesz√≥w,2017-04-01T08:04:52Z,FALSE,FALSE,NowoczesnaRzesz,,pl,848083727616016388,0,FALSE,http://pbs.twimg.com/profile_images/848085938488172544/Jp1KP86M_normal.jpg
"M≈Çoda z Klerykowa. Ì†ΩÌ∏ú

Najchƒôtniej widziana wzajemna obserwacja.
Dziƒôkujƒô! Ì†ΩÌ∏ò",4062,396,28,382,NA,Magda Mirecka,2016-12-19T11:26:15Z,FALSE,FALSE,MagMirec,,pl,810808457708367872,1,FALSE,http://pbs.twimg.com/profile_images/811813017985908736/2Hw1xLCo_normal.jpg
,303,15,831,62,NA,Patrycja Madej,2017-04-11T07:35:59Z,FALSE,FALSE,PatrycjaJM,,pl,851700337744502784,0,FALSE,http://pbs.twimg.com/profile_images/889124723573043201/eUQzkXl3_normal.jpg
,516,300,28,657,NA,PO_Sejny ‚úå,2017-03-12T18:27:53Z,FALSE,FALSE,PO_Sejny,,pl,840992760048033792,0,FALSE,http://pbs.twimg.com/profile_images/852658731397640192/4i9PSTf__normal.jpg
Oficerem WP raz siƒô zostaje i byƒá nim nigdy nie przestaje.,10934,737,42042,1137,NA,S≈Çawomir Pitera Ì†ºÌ∑µÌ†ºÌ∑±,2014-07-15T12:57:34Z,FALSE,FALSE,s_pitera,"Rzesz√≥w, Polska",pl,2647583054,8,FALSE,http://pbs.twimg.com/profile_images/726346057542688768/rbe02seY_normal.jpg
Ekonomista w bran≈ºy finansowej. Tutaj g≈Ç√≥wnie polityka i stosunki m-nar. Liberalnie. || Economist working in finance. Mainly Polish politics and int. relations.,632,87,2645,387,NA,K_W,2011-12-11T23:15:02Z,FALSE,FALSE,w_konrad,Warszawa,pl,434501124,2,FALSE,http://pbs.twimg.com/profile_images/763760605182496769/Q1adctG6_normal.jpg
,4513,475,3466,285,https://t.co/sXFxVevSLR,Jan Mosi≈Ñski,2012-08-12T19:25:20Z,FALSE,FALSE,MosinskiJan,Poland,pl,753647431,5,FALSE,http://pbs.twimg.com/profile_images/801929392574369792/Gp8lRgCb_normal.jpg
